Unnamed: 0,recipe_name,prep_time,cook_time,total_time,ingredients,directions,rating,cuisine_path,nutrition,img_src
230,Jump Rope Pie,30 mins,50 mins,1 hrs 20 mins,"1 recipe pastry for a double crust 9-inch pie, 1 cup white sugar, 3 tablespoons all-purpose flour, or more as needed, ½ teaspoon ground cinnamon, 1 pinch freshly grated nutmeg, 2 cups peeled, cored and sliced apples, 1 cup peeled, pitted and sliced peaches, 1 cup peeled, cored and sliced pears, 1 cup pitted and sliced plums, 1 teaspoon grated fresh ginger root, 1 tablespoon lemon juice","Preheat oven to 425 degrees F (220 degrees C). Line a 9-inch pie plate with pastry.
Whisk sugar, flour, cinnamon, and nutmeg together in a small bowl; sprinkle 1/4 cup of sugar mixture over pastry in pie plate.
Stir apples, peaches, pears, plums, and ginger together in a bowl; sprinkle with lemon juice and stir to distribute. Place fruit mixture in pie plate; sprinkle with remaining sugar mixture. Cover with pastry, pinch to seal top and bottom crusts together, and cut a few slits in top pastry with a sharp knife. Alternatively, cover with a lattice crust.
Bake in the preheated oven for 15 minutes; reduce temperature to 350 degrees F (180 degrees C) and continue baking until crust is golden and filling has thickened, about 35 minutes. Cool completely before serving.",3.8,/Desserts/Pies/Fruit Pies/Pear Pie Recipes/,"Total Fat 15g 19%, Saturated Fat 4g 19%, Sodium 235mg 10%, Total Carbohydrate 58g 21%, Dietary Fiber 3g 12%, Total Sugars 33g, Protein 3g, Vitamin C 12mg 59%, Calcium 14mg 1%, Iron 2mg 8%, Potassium 128mg 3%",https://www.allrecipes.com/thmb/I2qSvHBzdYKRBGAcfawfYd5Bq70=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2636699-be14b06a97ea47ae938245bb3788d70c.jpg
231,Dethbert's Pear Pie,30 mins,25 mins,55 mins,"1 cup all-purpose flour, ½ cup white sugar, ½ teaspoon salt, 2 cups finely shredded mild Cheddar cheese, 1 cup butter, softened","Sift flour, sugar, and salt into a mixing bowl. Stir grated Cheddar cheese into the flour mixture using a fork. Stir in butter using a wide spoon until mixture becomes crumbly. Set topping mixture aside at room temperature.
Preheat the oven to 400 degrees F (200 degrees C). Place pie crusts in their tins onto a baking sheet to catch drips; place crusts 1 inch apart.
Sift sugar, cornstarch, and salt into a small bowl. Place pears in a large mixing bowl. When oven is hot, sprinkle sugar mixture over pears and stir to combine. Pour filling evenly into the 2 pie crusts. Divide topping mixture in half and add to the top of each pie in 4 to 6 dollops; use a wide knife to spread evenly.
Bake on the middle rack of the preheated oven for about 18 minutes; the pears will produce a lot of liquid and will bubble over. Check pies and cover with aluminum foil if crust or topping is getting dark. Bake about 7 minutes more.",2,/Desserts/Pies/Fruit Pies/Pear Pie Recipes/,"Total Fat 24g 31%, Saturated Fat 12g 61%, Cholesterol 45mg 15%, Sodium 397mg 17%, Total Carbohydrate 52g 19%, Dietary Fiber 5g 18%, Total Sugars 28g, Protein 6g, Vitamin C 6mg 28%, Calcium 121mg 9%, Iron 1mg 7%, Potassium 196mg 4%",https://www.allrecipes.com/thmb/aCnCUfJ4QNBHOM2m6j2t_laqRRk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5968966-380a9ef7811649779e96fbbbd8e2d8a1.jpg
232,Coffee-Dusted Pear Galette,30 mins,20 mins,50 mins,"1 ½ cups all-purpose flour, 1 ½ teaspoons white granulated sugar, 1 teaspoon fine sea salt, ½ cup unsalted butter, frozen, 7 tablespoons ice-cold water, or more as needed, divided, 1 large egg, beaten (for egg wash), 1 tablespoon turbinado sugar, 1 sheet Reynolds Wrap® Aluminum Foil, 1 sheet Reynolds® Parchment Paper","In a large bowl, mix together the flour, sugar and salt. Using a box grater, grate the cold butter atop the flour mixture. Working quickly and using your hands, break the butter bits into the flour until they're evenly distributed and resemble the size of small peas.
Add 4 tablespoons of water and mix. The mixture will be shaggy at this point. From here, add 1 tablespoon of water at a time until the dough comes together (generally about 3 additional tablespoons). Flour a work surface and dump the dough onto it. Knead a few times until it comes together. Form dough into a disk. Wrap the disk in plastic wrap and transfer to the refrigerator to chill for at least 1 hour, ideally overnight.
Just before the dough is ready to remove from the fridge, mix together the filling. In a medium bowl, toss together the pear slices, brown sugar, cocoa powder, coffee grounds, vanilla extract and salt.
Remove the disk of dough from the refrigerator and allow to come to room temperature for 10 minutes. Liberally flour a work surface and rolling pin. Begin to roll the dough to a 16-inch round, being sure to rotate it every so often to avoid sticking, Using the bottom of a bowl or plate that measures about 6 inches in diameter, cut out 3 circles. Re-roll the scraps to get 1 additional circle.
Arrange the pears slices neatly in a circular pattern in the center of each of the pie crust rounds, leaving about 1 1/2 inch clear at the edges. Fold over the edges to cover about 1/2 inch of the filling. Repeat with the remaining rounds. Transfer the galettes to a baking sheet lined with Reynolds® Parchment Paper and place in the freezer to chill for 15 minutes. Meanwhile, preheat your oven to 400 degrees F.
Lastly, brush the pie crust edges with the egg wash and sprinkle with turbinado sugar. Transfer to the oven to bake for 20 to 25 minutes, until the edges are golden brown. Check on the galettes periodically. If at any time the crusts' edges are getting too brown, take a piece of Reynolds Wrap® Aluminum Foil and tent over the edges. When the edges are golden brown, remove from the oven. Serve warm with a dollop of whipped cream or a scoop of your favorite vanilla ice cream.









",2,/Desserts/,"Total Fat 25g 32%, Saturated Fat 15g 76%, Cholesterol 108mg 36%, Sodium 509mg 22%, Total Carbohydrate 67g 24%, Dietary Fiber 4g 14%, Total Sugars 26g, Protein 7g, Vitamin C 4mg 18%, Calcium 45mg 3%, Iron 8mg 44%, Potassium 235mg 5%",https://www.allrecipes.com/thmb/xGjsNF6obs4hgzQghG_11Hfm06Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2579527-072fd83e897a405ba6e1a038163d5b3f.jpg
233,Grandma's Pear Preserves,30 mins,15 mins,12 hrs 45 mins,"6 cups peeled, cored, and sliced pears, 1 cup water, 1 tablespoon lemon juice, 1 (2 ounce) package powdered fruit pectin, 8 cups white sugar, ½ cup brown sugar, 2 teaspoons ground allspice, 2 teaspoons ground nutmeg","Inspect six 8-ounce jars for cracks and rings for rust, discarding any defective ones. Immerse in simmering water for 10 minutes. Wash new, unused lids and rings in warm, soapy water.
Meanwhile, combine pears, water, and lemon juice in a large saucepan. Cover and simmer for 10 minutes. Stir in pectin, and bring to a full boil. Stir in white sugar; boil and stir until sugar is dissolved, about 1 minute. Remove from heat; stir in brown sugar, allspice, and nutmeg.
Pack pear preserves into hot, sterilized jars, filling to within 1/2 inch of the top. Run a clean knife or thin spatula around the insides of the jars to remove any air bubbles. Wipe rims with a moist paper towel to remove any residue. Top with lids and screw rings on tightly.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars 2 inches apart into the boiling water using a holder. Pour in more boiling water to cover jars by at least 1 inch. Bring to a rolling boil, cover, and process for 10 minutes.
Remove the jars from the stockpot and let rest, several inches apart, for 12 to 24 hours. Press the center of each lid with a finger to ensure the lid does not move up or down. Remove the rings for storage and store in a cool, dark area.",3.9,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 39g 14%, Dietary Fiber 1g 3%, Total Sugars 38g, Protein 0g, Vitamin C 1mg 5%, Calcium 5mg 0%, Iron 0mg 1%, Potassium 30mg 1%",https://www.allrecipes.com/thmb/AXuEicwlKL10iCW-FZ91zP2K_yg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9411412-grandmas-pear-preserves-Trusted-Brands-4x3-1-64526ec51bd240bf911ed95f10e6f63e.jpg
234,Apple and Pear Crumble,20 mins,40 mins,1 hrs,"1 ½ cups rolled oats, 1 ½ cups brown sugar, divided, ½ cup all-purpose flour, ½ cup butter, softened, 2 cups peeled and diced apples, 2 cups peeled and diced pears, 1 teaspoon ground cinnamon, ½ cup sliced almonds, or to taste","Preheat the oven to 350 degrees F (175 degrees C).
Mix oats, 3/4 cup brown sugar, flour, and butter together in a bowl until crumbly.
Mix apples, pears, remaining 3/4 cup brown sugar, and cinnamon together in a separate bowl; spread into the bottom of a 9x9-inch glass pan. Sprinkle oat mixture atop apple-pear mixture; top with almonds.
Bake in the preheated oven until the top is golden brown, about 40 minutes.",4.5,/Desserts/Fruit Desserts/Apple Dessert Recipes/,"Total Fat 16g 20%, Saturated Fat 8g 39%, Cholesterol 31mg 10%, Sodium 91mg 4%, Total Carbohydrate 55g 20%, Dietary Fiber 5g 16%, Total Sugars 34g, Protein 5g, Vitamin C 3mg 16%, Calcium 58mg 4%, Iron 2mg 9%, Potassium 230mg 5%",https://www.allrecipes.com/thmb/aGp4cpS4xdYWk49PdazUwj2z950=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2686900-c83cbdcdbf5d4caf8b16648000fd6617.jpg
235,Roquefort Pear Salad,25 mins,10 mins,35 mins,"½ cup pecans, ¼ cup white sugar","Make the pecans: Combine pecans and sugar in a skillet over medium heat. Cook, stirring gently, until sugar has melted and pecans are caramelized, 5 to 7 minutes. Carefully transfer nuts onto a sheet of waxed paper to cool.
While the nuts are cooling, make the dressing: Whisk oil, vinegar, sugar, mustard, garlic, salt, and pepper together in a bowl.
Make the salad: Layer lettuce, pears, Roquefort cheese, avocado, and green onions in a large serving bowl. Pour dressing over top.
Break cooled pecans into pieces and sprinkle over salad.









",4.9,/Salad/Green Salad Recipes/,"Total Fat 32g 41%, Saturated Fat 8g 38%, Cholesterol 21mg 7%, Sodium 654mg 28%, Total Carbohydrate 33g 12%, Dietary Fiber 7g 26%, Total Sugars 21g, Protein 8g, Vitamin C 18mg 91%, Calcium 203mg 16%, Iron 1mg 8%, Potassium 478mg 10%",https://www.allrecipes.com/thmb/X33nKCok5rmgwgwovXrtPhNko5M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/49064-9a9d37901b52490e889027567faac35f.jpg
236,Prickly Pear Jelly,20 mins,38 mins,1 day 58 mins,"27  prickly pears (cactus fruit), ¼ cup lemon juice, 1 (1.75 ounce) package fruit pectin (such as Sure-Jell®), 4 ½ cups white sugar","Simmer 3 pint-size jars in a large pot of water until ready for use. Wash lids and rings in warm soapy water.
Slice ends off each prickly pear. Make 1 long vertical slit down each one. Use the slit to hold the skin and peel off. Discard peel.
Place peeled pears in a blender; puree in batches until liquefied. Press puree through a fine-mesh sieve set over a bowl. Discard pulp and seeds.
Measure out 3 cups prickly pear juice, lemon juice, and pectin into a large pot. Bring to a boil, stirring constantly. Add sugar and return to a boil, stirring constantly. Let cook, about 3 minutes. Remove from heat.
Pour prickly pear mixture into hot jars, filling to within 1/4 inch of the top. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids and screw on rings.
Place a rack in the bottom of a stockpot and fill halfway with water. Bring to a boil and lower jars 2 inches apart into the boiling water using a holder. Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars. Bring the water to a rolling boil, cover the stockpot, and process for 15 minutes.
Remove the jars from the pot and place onto a cloth-covered or wood surface, several inches apart, and let cool, at least 24 hours.",4.2,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 6mg 0%, Total Carbohydrate 49g 18%, Dietary Fiber 4g 15%, Total Sugars 38g, Protein 1g, Vitamin C 17mg 87%, Calcium 65mg 5%, Iron 0mg 2%, Potassium 259mg 6%",https://www.allrecipes.com/thmb/Avq5WnallOgohrF85ctOsiFho7w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4057376-7eb35c7dc09b48eb840d15366d0ec33d.jpg
237,Classic Pear Crisp,20 mins,35 mins,1 hrs,"1 cup rolled oats, ⅓ cup brown sugar, ½ cup all-purpose flour, 1 teaspoon finely chopped crystallized ginger, 1 teaspoon ground cinnamon, ¼ cup butter, 2 tablespoons white sugar, 2 tablespoons all-purpose flour, 2 teaspoons finely chopped crystallized ginger, 8 cups peeled and sliced pears, 1 pint vanilla ice cream","Preheat the oven to 375 degrees F (190 degrees C). Grease a 2 quart casserole dish or 9 inch square baking dish.
In a medium bowl, stir together the oats, brown sugar, 1/2 cup flour, 1 teaspoon crystallized ginger, and cinnamon. Stir in the butter until the mixture is crumbly with pea sized lumps. Set aside.
In a separate bowl, stir together the white sugar, 2 tablespoons flour and 2 teaspoons of crystallized ginger. Add the sliced pears, and toss to blend. Transfer to the prepared baking dish. Spread with the oat topping.
Bake for 30 to 35 minutes in the preheated oven, until pears are soft and topping is golden brown. Cool slightly before serving with vanilla ice cream.",4.2,/Desserts/Crisps and Crumbles Recipes/Pear Crisps and Crumbles Recipes/,"Total Fat 14g 18%, Saturated Fat 8g 40%, Cholesterol 40mg 13%, Sodium 97mg 4%, Total Carbohydrate 81g 29%, Dietary Fiber 9g 32%, Total Sugars 47g, Protein 6g, Vitamin C 10mg 50%, Calcium 104mg 8%, Iron 2mg 11%, Potassium 457mg 10%",https://www.allrecipes.com/thmb/fvOzjOdtaW0leFTmYFnZq6XfatA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/31083-d8473aeadb20400eb308eade4d852343.jpg
238,Pear or Apple Cobbler,15 mins,45 mins,1 hrs,"4  pears, cored and cut into 1/2-inch slices, 1 teaspoon lemon juice, ⅓ cup maple syrup, 2 tablespoons melted butter","Preheat oven to 375 degrees F (190 degrees C).
Toss pears and lemon juice together in a bowl until coated; spread into a 9x9-inch baking dish. Pour maple syrup and 2 tablespoons melted butter over pear mixture; toss to coat.
Mix oats, brown sugar, 1/2 cup melted butter, flour, and cinnamon together in a bowl until crumbly; sprinkle over pear mixture.
Bake in the preheated oven until crust is golden and pears are tender, about 45 minutes.",4.7,/Desserts/Cobblers/,"Total Fat 14g 17%, Saturated Fat 8g 41%, Cholesterol 34mg 11%, Sodium 100mg 4%, Total Carbohydrate 55g 20%, Dietary Fiber 4g 13%, Total Sugars 38g, Protein 2g, Vitamin C 3mg 17%, Calcium 47mg 4%, Iron 1mg 7%, Potassium 190mg 4%",https://www.allrecipes.com/thmb/6_DriKlvyc1cOW1uZpzwQcOYYIU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1106661-pear-or-apple-cobbler-kawika74-4x3-1-8d866ec2fb2d40b3bd261d12946b1b8a.jpg
239,Pear Honey,45 mins,3 hrs,3 hrs 45 mins,"8 cups peeled, cored and chopped pears, 1 cup unsweetened pineapple juice, 8 cups white sugar","Place chopped pears into a large pot, and pour pineapple juice over them to prevent them from browning. Stir in sugar, and bring to a boil over medium-high heat. Stir frequently to prevent scorching. When the pears are at a full boil, reduce heat to medium, and cook until the mixture is the color and texture of honey. The longer you cook it, the thicker it gets. Cooking time is usually 2 to 3 hours.
Ladle into hot sterile jars, filling to within 1/4 inch of the top. Wipe rims with a clean damp cloth, and seal jars with lids and rings. Process in a boiling water canner for 10 minutes, or the amount of time recommended by your local extension for your area.









",4.5,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"Sodium 0mg 0%, Total Carbohydrate 29g 10%, Dietary Fiber 1g 2%, Total Sugars 27g, Protein 0g, Vitamin C 1mg 7%, Calcium 3mg 0%, Potassium 30mg 1%",https://www.allrecipes.com/thmb/n923hx8NoCKYICKdYuKaFaEPs3c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2529923-9c8531a0083d4b84b968272b67f88753.jpg
240,Curried Butternut Squash and Pear Soup,15 mins,1 hrs 30 mins,1 hrs 45 mins,"1 (2 pound) butternut squash, 3 tablespoons unsalted butter, 1  onion, diced, 2 cloves garlic, minced, 2 teaspoons minced fresh ginger root, 1 tablespoon curry powder, 1 teaspoon salt, 4 cups reduced sodium chicken broth, 2  firm ripe Bartlett pears, peeled, cored, and cut into 1 inch dice, ½ cup half and half","Preheat an oven to 375 degrees F (190 degrees C). Line a rimmed baking sheet with parchment paper.
Cut squash in half lengthwise; discard seeds and membrane. Place squash halves, cut sides down, on the prepared baking sheet. Roast in preheated oven until very soft, about 45 minutes. Scoop the pulp from the peel, and reserve.
Melt butter in a large soup pot over medium heat. Stir in the onion, garlic, ginger, curry powder, and salt. Cook and stir until the onion is soft, about 10 minutes. Pour the chicken broth into the pot, and bring to a boil. Stir in the pears and the reserved squash, and simmer until the pears are very soft, about 30 minutes.
Pour the soup into a blender, filling the pitcher no more than halfway full. Hold down the lid of the blender with a folded kitchen towel, and carefully start the blender. Puree in batches until smooth. Return the soup to the pot, stir in the half and half, and reheat.",4.7,"/Soups, Stews and Chili Recipes/Soup Recipes/Fruit Soup Recipes/","Total Fat 7g 9%, Saturated Fat 4g 20%, Cholesterol 20mg 7%, Sodium 888mg 39%, Total Carbohydrate 28g 10%, Dietary Fiber 7g 24%, Total Sugars 9g, Protein 3g, Vitamin C 29mg 145%, Calcium 99mg 8%, Iron 1mg 8%, Potassium 591mg 13%",https://www.allrecipes.com/thmb/Om6BlT0lY4pGLJ053IvjCLQtFgc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5398264-f06d1fa3da3642a0a88562c9e8bb39b0.jpg
